Season,Draft position,Team,Player,Position type,Player ID,Simple Position,G,GS,MP,FG,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,eFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011,33,DET,Kyle Singler,2nd round,202713,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2011,34,WAS,Shelvin Mack,2nd round,202714,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2011,35,SAC,Tyler Honeycutt,2nd round,202715,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2011,36,NJN,Jordan Williams,2nd round,202716,Big,30.41860465,4.325581395,8.151162791,0.876744186,1.962790698,0.391232558,0.01627907,0.055813953,0.017627907,0.860465116,1.904651163,0.396581395,0.393697674,0.48372093,0.448581395,0.837209302,0.762790698,1.176744186,1.930232558,0.209302326,0.188372093,0.31627907,0.455813953,1.337209302,2.241860465,7.441860465,0.024116279,0.415976744,0.432930233,10.29302326,16.10465116,13.18604651,3.923255814,1.386046512,2.760465116,15.6255814,14.81162791,0.125581395,0.295348837,0.423255814,0.014883721,-5.355813953,-0.472093023,-5.83255814,-0.155813953
2011,37,LAC,Trey Thompkins,2nd round,202717,Big,30.41860465,4.325581395,8.151162791,0.876744186,1.962790698,0.391232558,0.01627907,0.055813953,0.017627907,0.860465116,1.904651163,0.396581395,0.393697674,0.48372093,0.448581395,0.837209302,0.762790698,1.176744186,1.930232558,0.209302326,0.188372093,0.31627907,0.455813953,1.337209302,2.241860465,7.441860465,0.024116279,0.415976744,0.432930233,10.29302326,16.10465116,13.18604651,3.923255814,1.386046512,2.760465116,15.6255814,14.81162791,0.125581395,0.295348837,0.423255814,0.014883721,-5.355813953,-0.472093023,-5.83255814,-0.155813953
2011,38,HOU,Chandler Parsons,2nd round,202718,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2011,39,CHA,Jeremy Tyler,2nd round,202719,Big,30.41860465,4.325581395,8.151162791,0.876744186,1.962790698,0.391232558,0.01627907,0.055813953,0.017627907,0.860465116,1.904651163,0.396581395,0.393697674,0.48372093,0.448581395,0.837209302,0.762790698,1.176744186,1.930232558,0.209302326,0.188372093,0.31627907,0.455813953,1.337209302,2.241860465,7.441860465,0.024116279,0.415976744,0.432930233,10.29302326,16.10465116,13.18604651,3.923255814,1.386046512,2.760465116,15.6255814,14.81162791,0.125581395,0.295348837,0.423255814,0.014883721,-5.355813953,-0.472093023,-5.83255814,-0.155813953
2011,40,MIL,Jon Leuer,2nd round,202720,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2011,41,LAL,Darius Morris,2nd round,202721,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2011,42,IND,Davis Bertans,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,43,CHI,Malcolm Lee,2nd round,202723,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2011,44,GSW,Charles Jenkins,2nd round,202724,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2011,45,NOH,Josh Harrellson,2nd round,202725,Big,30.41860465,4.325581395,8.151162791,0.876744186,1.962790698,0.391232558,0.01627907,0.055813953,0.017627907,0.860465116,1.904651163,0.396581395,0.393697674,0.48372093,0.448581395,0.837209302,0.762790698,1.176744186,1.930232558,0.209302326,0.188372093,0.31627907,0.455813953,1.337209302,2.241860465,7.441860465,0.024116279,0.415976744,0.432930233,10.29302326,16.10465116,13.18604651,3.923255814,1.386046512,2.760465116,15.6255814,14.81162791,0.125581395,0.295348837,0.423255814,0.014883721,-5.355813953,-0.472093023,-5.83255814,-0.155813953
2011,46,LAL,Andrew Goudelock,2nd round,202726,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2011,47,LAC,Travis Leslie,2nd round,202727,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2011,48,ATL,Keith Benson,2nd round,202728,Big,30.41860465,4.325581395,8.151162791,0.876744186,1.962790698,0.391232558,0.01627907,0.055813953,0.017627907,0.860465116,1.904651163,0.396581395,0.393697674,0.48372093,0.448581395,0.837209302,0.762790698,1.176744186,1.930232558,0.209302326,0.188372093,0.31627907,0.455813953,1.337209302,2.241860465,7.441860465,0.024116279,0.415976744,0.432930233,10.29302326,16.10465116,13.18604651,3.923255814,1.386046512,2.760465116,15.6255814,14.81162791,0.125581395,0.295348837,0.423255814,0.014883721,-5.355813953,-0.472093023,-5.83255814,-0.155813953
2011,49,MEM,Josh Selby,2nd round,202729,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2011,50,PHI,Lavoy Allen,2nd round,202730,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2011,51,POR,Jon Diebler,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,52,DET,Vernon Macklin,2nd round,202731,Big,30.41860465,4.325581395,8.151162791,0.876744186,1.962790698,0.391232558,0.01627907,0.055813953,0.017627907,0.860465116,1.904651163,0.396581395,0.393697674,0.48372093,0.448581395,0.837209302,0.762790698,1.176744186,1.930232558,0.209302326,0.188372093,0.31627907,0.455813953,1.337209302,2.241860465,7.441860465,0.024116279,0.415976744,0.432930233,10.29302326,16.10465116,13.18604651,3.923255814,1.386046512,2.760465116,15.6255814,14.81162791,0.125581395,0.295348837,0.423255814,0.014883721,-5.355813953,-0.472093023,-5.83255814,-0.155813953
2011,53,ORL,DeAndre Liggins,2nd round,202732,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2011,54,CLE,Milan Macvan,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,55,BOS,E'Twaun Moore,2nd round,202734,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2011,56,LAL,Chukwudiebere Maduabum,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,57,DAL,Targuy Ngombo,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,58,LAL,Ater Majok,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,59,SAS,Adam Hanga,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,60,SAC,Isaiah Thomas,2nd round,202738,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2010,1,WAS,John Wall,Top 3,202322,Guard,74.33333333,47.25,30.58333333,5.15,11.96666667,0.426333333,0.991666667,2.716666667,0.346666667,4.15,9.233333333,0.443333333,0.46925,2.675,0.787833333,3.366666667,0.733333333,2.875,3.6,3.9,1.041666667,0.325,2.333333333,2.333333333,13.94166667,14.4,0.233833333,0.516166667,0.281916667,2.7,11.00833333,6.833333333,21.83333333,1.791666667,0.8,14.6,23.15833333,1.175,1.716666667,2.908333333,0.065416667,0.166666667,-0.841666667,-0.675,0.691666667
2010,2,PHI,Evan Turner,Top 3,202323,Guard,74.33333333,47.25,30.58333333,5.15,11.96666667,0.426333333,0.991666667,2.716666667,0.346666667,4.15,9.233333333,0.443333333,0.46925,2.675,0.787833333,3.366666667,0.733333333,2.875,3.6,3.9,1.041666667,0.325,2.333333333,2.333333333,13.94166667,14.4,0.233833333,0.516166667,0.281916667,2.7,11.00833333,6.833333333,21.83333333,1.791666667,0.8,14.6,23.15833333,1.175,1.716666667,2.908333333,0.065416667,0.166666667,-0.841666667,-0.675,0.691666667
2010,3,NJN,Derrick Favors,Top 3,202324,Forward,70.26315789,36.47368421,25.66315789,4.315789474,9.589473684,0.447421053,0.305263158,1.042105263,0.197631579,4.010526316,8.552631579,0.464789474,0.463315789,2.205263158,0.704842105,3.042105263,1.589473684,3.5,5.078947368,1.515789474,0.726315789,0.8,1.621052632,2.231578947,11.14210526,14.16315789,0.113315789,0.503210526,0.316105263,7.352631579,15.95789474,11.62105263,9.105263158,1.489473684,2.257894737,12.90526316,21.09473684,1.163157895,1.552631579,2.710526316,0.064473684,-1.615789474,-0.236842105,-1.873684211,0.378947368
2010,4,MIN,Wesley Johnson,Lottery,202325,Forward,59.45454545,22.14285714,19.19090909,2.728571429,6.206493506,0.434701299,0.325974026,0.994805195,0.23887013,2.406493506,5.211688312,0.454766234,0.461415584,1.3,0.69325974,1.855844156,1.206493506,2.488311688,3.68961039,0.981818182,0.590909091,0.462337662,1.074025974,1.893506494,7.072727273,11.94805195,0.165753247,0.496402597,0.296103896,6.932467532,14.71038961,10.77272727,7.985714286,1.562337662,1.820779221,13.35064935,18.92207792,0.572727273,1.092207792,1.65974026,0.050272727,-2.361038961,-0.387012987,-2.749350649,0.103896104
2010,5,SAC,DeMarcus Cousins,Lottery,202326,Big,52.89189189,16.7027027,14.64864865,1.937837838,4.132432432,0.464459459,0.018918919,0.064864865,0.07127027,1.918918919,4.054054054,0.467540541,0.466081081,1.051351351,0.611459459,1.610810811,1.351351351,2.410810811,3.754054054,0.513513514,0.356756757,0.691891892,0.913513514,2.056756757,4.959459459,11.71351351,0.012675676,0.500972973,0.424324324,10.28378378,18.36756757,14.25945946,5.205405405,1.202702703,3.791891892,16.94054054,17.1027027,0.418918919,1.024324324,1.435135135,0.058810811,-3.783783784,0.427027027,-3.356756757,-0.037837838
2010,6,GSW,Ekpe Udoh,Lottery,202327,Forward,59.45454545,22.14285714,19.19090909,2.728571429,6.206493506,0.434701299,0.325974026,0.994805195,0.23887013,2.406493506,5.211688312,0.454766234,0.461415584,1.3,0.69325974,1.855844156,1.206493506,2.488311688,3.68961039,0.981818182,0.590909091,0.462337662,1.074025974,1.893506494,7.072727273,11.94805195,0.165753247,0.496402597,0.296103896,6.932467532,14.71038961,10.77272727,7.985714286,1.562337662,1.820779221,13.35064935,18.92207792,0.572727273,1.092207792,1.65974026,0.050272727,-2.361038961,-0.387012987,-2.749350649,0.103896104
2010,7,DET,Greg Monroe,Lottery,202328,Forward,59.45454545,22.14285714,19.19090909,2.728571429,6.206493506,0.434701299,0.325974026,0.994805195,0.23887013,2.406493506,5.211688312,0.454766234,0.461415584,1.3,0.69325974,1.855844156,1.206493506,2.488311688,3.68961039,0.981818182,0.590909091,0.462337662,1.074025974,1.893506494,7.072727273,11.94805195,0.165753247,0.496402597,0.296103896,6.932467532,14.71038961,10.77272727,7.985714286,1.562337662,1.820779221,13.35064935,18.92207792,0.572727273,1.092207792,1.65974026,0.050272727,-2.361038961,-0.387012987,-2.749350649,0.103896104
2010,8,LAC,Al-Farouq Aminu,Lottery,202329,Forward,59.45454545,22.14285714,19.19090909,2.728571429,6.206493506,0.434701299,0.325974026,0.994805195,0.23887013,2.406493506,5.211688312,0.454766234,0.461415584,1.3,0.69325974,1.855844156,1.206493506,2.488311688,3.68961039,0.981818182,0.590909091,0.462337662,1.074025974,1.893506494,7.072727273,11.94805195,0.165753247,0.496402597,0.296103896,6.932467532,14.71038961,10.77272727,7.985714286,1.562337662,1.820779221,13.35064935,18.92207792,0.572727273,1.092207792,1.65974026,0.050272727,-2.361038961,-0.387012987,-2.749350649,0.103896104
2010,9,UTA,Gordon Hayward,Lottery,202330,Forward,59.45454545,22.14285714,19.19090909,2.728571429,6.206493506,0.434701299,0.325974026,0.994805195,0.23887013,2.406493506,5.211688312,0.454766234,0.461415584,1.3,0.69325974,1.855844156,1.206493506,2.488311688,3.68961039,0.981818182,0.590909091,0.462337662,1.074025974,1.893506494,7.072727273,11.94805195,0.165753247,0.496402597,0.296103896,6.932467532,14.71038961,10.77272727,7.985714286,1.562337662,1.820779221,13.35064935,18.92207792,0.572727273,1.092207792,1.65974026,0.050272727,-2.361038961,-0.387012987,-2.749350649,0.103896104
2010,10,IND,Paul George,Lottery,202331,Forward,59.45454545,22.14285714,19.19090909,2.728571429,6.206493506,0.434701299,0.325974026,0.994805195,0.23887013,2.406493506,5.211688312,0.454766234,0.461415584,1.3,0.69325974,1.855844156,1.206493506,2.488311688,3.68961039,0.981818182,0.590909091,0.462337662,1.074025974,1.893506494,7.072727273,11.94805195,0.165753247,0.496402597,0.296103896,6.932467532,14.71038961,10.77272727,7.985714286,1.562337662,1.820779221,13.35064935,18.92207792,0.572727273,1.092207792,1.65974026,0.050272727,-2.361038961,-0.387012987,-2.749350649,0.103896104
2010,11,NOH,Cole Aldrich,Lottery,202332,Big,52.89189189,16.7027027,14.64864865,1.937837838,4.132432432,0.464459459,0.018918919,0.064864865,0.07127027,1.918918919,4.054054054,0.467540541,0.466081081,1.051351351,0.611459459,1.610810811,1.351351351,2.410810811,3.754054054,0.513513514,0.356756757,0.691891892,0.913513514,2.056756757,4.959459459,11.71351351,0.012675676,0.500972973,0.424324324,10.28378378,18.36756757,14.25945946,5.205405405,1.202702703,3.791891892,16.94054054,17.1027027,0.418918919,1.024324324,1.435135135,0.058810811,-3.783783784,0.427027027,-3.356756757,-0.037837838
